image_filename,group_id,category,line_error,dark_fraction
sample_000001_original.png,medium_y_negative_003__000014,strong_negative,-0.2652046635465802,0.1861328125
sample_000002_mirrored.png,medium_y_negative_003__000014,strong_positive,0.2652046635465802,0.1861328125
sample_000003_original.png,recovery_y_positive_005__000027,medium_positive,0.156080905746364,0.20690104166666667
sample_000004_mirrored.png,recovery_y_positive_005__000027,medium_negative,-0.156080905746364,0.20690104166666667
sample_000005_original.png,recovery_y_positive_005__000009,strong_positive,0.4738816555191136,0.2021484375
sample_000006_mirrored.png,recovery_y_positive_005__000009,strong_negative,-0.4738816555191136,0.2021484375
sample_000007_original.png,run_20260720_210122__000457,centre,-0.0059529430461379715,0.1826171875
sample_000008_mirrored.png,run_20260720_210122__000457,centre,0.0059529430461379715,0.1826171875
sample_000009_original.png,recovery_y_positive_005__000069,medium_negative,-0.06141653000933569,0.20520833333333333
sample_000010_mirrored.png,recovery_y_positive_005__000069,medium_positive,0.06141653000933569,0.20520833333333333
sample_000011_original.png,run_20260720_210122__000308,centre,0.03345878169221698,0.184765625
sample_000012_mirrored.png,run_20260720_210122__000308,centre,-0.03345878169221698,0.184765625
sample_000013_original.png,recovery_y_positive_005__000088,medium_negative,-0.07574270956171383,0.20397135416666667
sample_000014_mirrored.png,recovery_y_positive_005__000088,medium_positive,0.07574270956171383,0.20397135416666667
sample_000015_original.png,recovery_y_negative_005__000038,medium_negative,-0.1160994235824489,0.18873697916666668
sample_000016_mirrored.png,recovery_y_negative_005__000038,medium_positive,0.1160994235824489,0.18873697916666668
sample_000017_original.png,run_20260720_210122__000086,centre,-0.03082486518523978,0.1857421875
sample_000018_mirrored.png,run_20260720_210122__000086,centre,0.03082486518523978,0.1857421875
sample_000019_original.png,medium_y_positive_003__000001,strong_positive,0.29423810850899174,0.15240885416666666
sample_000020_mirrored.png,medium_y_positive_003__000001,strong_negative,-0.2942380605253783,0.15240885416666666
sample_000021_original.png,medium_y_positive_003__000044,centre,-0.005146914308176101,0.19427083333333334
sample_000022_mirrored.png,medium_y_positive_003__000044,centre,0.005146914308176101,0.19427083333333334
sample_000023_original.png,recovery_y_positive_005__000033,medium_positive,0.0949178251830287,0.208203125
sample_000024_mirrored.png,recovery_y_positive_005__000033,medium_negative,-0.0949178251830287,0.208203125
sample_000025_original.png,run_20260720_210122__000279,centre,0.030092635244693397,0.1875
sample_000026_mirrored.png,run_20260720_210122__000279,centre,-0.030092635244693397,0.1875
sample_000027_original.png,recovery_y_positive_005__000067,medium_negative,-0.058534058384925314,0.20533854166666668
sample_000028_mirrored.png,recovery_y_positive_005__000067,medium_positive,0.058534058384925314,0.20533854166666668
sample_000029_original.png,run_20260720_210122__000406,centre,0.01904085747101022,0.18463541666666666
sample_000030_mirrored.png,run_20260720_210122__000406,centre,-0.01904085747101022,0.18463541666666666
sample_000031_original.png,run_20260720_210122__000449,centre,-0.0066253854043828615,0.18274739583333333
