loss,mae,val_loss,val_mae,learning_rate
0.007237241603434086,0.10799857974052429,0.008796699345111847,0.11773503571748734,0.0007999999797903001
0.0010616658255457878,0.03422248363494873,0.0047646015882492065,0.0723884105682373,0.0007999999797903001
0.0006714511546306312,0.026792196556925774,0.0012687905691564083,0.03295975551009178,0.0007999999797903001
0.0004842360795009881,0.02253010682761669,0.0004426361701916903,0.02020767517387867,0.0007999999797903001
0.000377723656129092,0.020131582394242287,8.502337004756555e-05,0.00828594621270895,0.0007999999797903001
0.0003309680032543838,0.018463050946593285,0.00011745553638320416,0.00800237525254488,0.0007999999797903001
0.0003043138131033629,0.01778760552406311,0.0001138870939030312,0.0090364133939147,0.0007999999797903001
0.0002747299149632454,0.01666399836540222,7.370337698375806e-05,0.007766162510961294,0.0007999999797903001
0.0002315874444320798,0.015595059841871262,0.00011333264410495758,0.010781794786453247,0.0007999999797903001
0.0002461747790221125,0.01621115393936634,6.112725532148033e-05,0.006502864416688681,0.0007999999797903001
0.00021381945407483727,0.015012752264738083,6.212585867615417e-05,0.005975097883492708,0.0007999999797903001
0.00018713550525717437,0.014170628041028976,0.0001226863678311929,0.009059881791472435,0.0007999999797903001
0.0001916043256642297,0.014170678332448006,0.0001760058949002996,0.009796644560992718,0.0007999999797903001
0.00017398216004949063,0.013447524979710579,9.875349496724084e-05,0.007987111806869507,0.0007999999797903001
0.0001619598624529317,0.013269608840346336,7.201806147349998e-05,0.008738022297620773,0.0007999999797903001
0.00016590720042586327,0.013267882168293,8.516035450156778e-05,0.006844733376055956,0.0007999999797903001
0.00015062192687764764,0.012582453899085522,6.88250147504732e-05,0.006464298348873854,0.00039999998989515007
0.000133614637888968,0.011997527442872524,7.816401921445504e-05,0.0060919346287846565,0.00039999998989515007
0.00012949777010362595,0.011656969785690308,2.5633207769715227e-05,0.004100931342691183,0.00039999998989515007
0.00013421845505945385,0.011893296614289284,6.795205263188109e-05,0.006241584196686745,0.00039999998989515007
0.00013448322715703398,0.012023895978927612,7.73016145103611e-05,0.007440594956278801,0.00039999998989515007
0.00012496962153818458,0.011726103723049164,7.151567842811346e-05,0.005867685656994581,0.00039999998989515007
0.00012203019286971539,0.011454653926193714,4.276920299162157e-05,0.005663817282766104,0.00039999998989515007
0.0001228968903888017,0.011358866468071938,0.00013292269431985915,0.009332955814898014,0.00039999998989515007
0.00010430994007037953,0.010606068186461926,4.332734170020558e-05,0.005199221428483725,0.00019999999494757503
0.00010744838073151186,0.010874574072659016,3.708626900333911e-05,0.00523498747497797,0.00019999999494757503
0.00010138033394468948,0.010458551347255707,3.785000808420591e-05,0.0043707857839763165,0.00019999999494757503
9.966877405531704e-05,0.01040838286280632,3.9687023672740906e-05,0.004713066853582859,0.00019999999494757503
0.00010676633974071592,0.010603287257254124,4.72862520837225e-05,0.005207719746977091,0.00019999999494757503
0.00010507829574635252,0.01061458420008421,3.838389602606185e-05,0.005493230652064085,9.999999747378752e-05
0.00010015728912549093,0.01036111917346716,3.092637052759528e-05,0.00436041597276926,9.999999747378752e-05
